,file,accuracy,balacc,f1score,cosine,jaccard,logloss,person
194,ILSVRC2012_val_00023750.JPEG,0.9375,0.9642857142857143,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
195,ILSVRC2012_val_00025106.JPEG,0.75,0.5897435897435898,0.3333333333333333,0.33333333333333326,0.2,9.010913347279288,Julius
196,ILSVRC2012_val_00026219.JPEG,0.875,0.9285714285714286,0.6666666666666666,0.7071067811865475,0.5,4.505456673639644,Julius
197,ILSVRC2012_val_00030117.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Julius
198,ILSVRC2012_val_00030263.JPEG,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,Julius
199,ILSVRC2012_val_00030540.JPEG,0.9375,0.9642857142857143,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
200,ILSVRC2012_val_00030756.JPEG,0.9375,0.9666666666666667,0.6666666666666666,0.7071067811865475,0.5,2.252728336819822,Julius
201,ILSVRC2012_val_00036975.JPEG,0.75,0.5897435897435898,0.3333333333333333,0.33333333333333326,0.2,9.010913347279288,Julius
202,ILSVRC2012_val_00039246.JPEG,0.6875,0.6090909090909091,0.4444444444444445,0.44721359549995787,0.2857142857142857,11.26364168409911,Julius
203,ILSVRC2012_val_00040002.JPEG,0.9375,0.9642857142857143,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
204,ILSVRC2012_val_00040676.JPEG,0.9375,0.8333333333333333,0.8,0.8164965809277261,0.6666666666666666,2.252728336819822,Julius
205,ILSVRC2012_val_00040913.JPEG,0.9375,0.875,0.8571428571428571,0.8660254037844387,0.75,2.252728336819822,Julius
206,ILSVRC2012_val_00041922.JPEG,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,Julius
207,ILSVRC2012_val_00046002.JPEG,0.8125,0.7564102564102564,0.5714285714285715,0.5773502691896258,0.4,6.758185010459466,Julius
208,ILSVRC2012_val_00049179.JPEG,0.8125,0.7564102564102564,0.5714285714285715,0.5773502691896258,0.4,6.758185010459466,Julius
209,ILSVRC2012_val_00049472.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Julius
210,ILSVRC2012_val_00001470.JPEG,0.625,0.35714285714285715,0.0,0.0,0.0,13.516370020918933,Jonas
211,ILSVRC2012_val_00003768.JPEG,0.6875,0.39285714285714285,0.0,0.0,0.0,11.26364168409911,Jonas
212,ILSVRC2012_val_00003808.JPEG,0.875,0.7142857142857143,0.5,0.5,0.3333333333333333,4.505456673639644,Jonas
213,ILSVRC2012_val_00007306.JPEG,0.8125,0.6282051282051282,0.4,0.40824829046386313,0.25,6.758185010459466,Jonas
214,ILSVRC2012_val_00009634.JPEG,0.8125,0.6785714285714286,0.4,0.40824829046386313,0.25,6.758185010459466,Jonas
215,ILSVRC2012_val_00010411.JPEG,0.6875,0.5512820512820513,0.28571428571428575,0.28867513459481287,0.16666666666666666,11.26364168409911,Jonas
